frame,t_s,track_id,x1,y1,x2,y2,foot_x,foot_y,team
157133,2618.8833451061696,2,1197.0823,371.01352,1243.8286,450.34543,1220.4554,450.34543,LHC
157139,2618.9833451066197,2,1196.7891,370.98294,1242.2164,452.18326,1219.5027,452.18326,LHC
157145,2619.083345107069,2,1195.0529,370.9985,1241.5704,453.26285,1218.3116,453.26285,LHC
157151,2619.183345107518,2,1194.5498,371.23013,1239.9802,452.09518,1217.265,452.09518,LHC
157157,2619.283345107968,2,1193.9468,371.63196,1239.7424,451.67175,1216.8446,451.67175,LHC
157163,2619.3833451084174,2,1192.1531,371.35062,1239.2583,453.3696,1215.7057,453.3696,LHC
157169,2619.483345108867,2,1191.4651,371.99164,1238.9268,453.72302,1215.1959,453.72302,LHC
157175,2619.5833451093163,2,1191.2188,371.9815,1238.6964,453.01355,1214.9575,453.01355,LHC
157181,2619.683345109766,2,1191.1884,372.30148,1238.6575,453.22824,1214.9229,453.22824,LHC
157187,2619.783345110216,2,1191.6431,372.8032,1238.436,453.99875,1215.0396,453.99875,LHC
157193,2619.883345110665,2,1191.3937,372.2085,1238.5796,453.06384,1214.9866,453.06384,LHC
157199,2619.9833451111144,2,1192.366,372.24475,1238.5657,453.70758,1215.4658,453.70758,LHC
157205,2620.083345111564,2,1193.356,371.79126,1238.5339,452.91833,1215.945,452.91833,LHC
157211,2620.1833451120137,2,1193.5718,371.53766,1239.0669,452.62592,1216.3193,452.62592,LHC
157217,2620.283345112463,2,1193.5552,371.65546,1239.324,452.5072,1216.4396,452.5072,LHC
157223,2620.3833451129126,2,1193.7513,371.5611,1239.8529,452.6715,1216.8021,452.6715,LHC
157229,2620.4833451133622,2,1193.4515,371.59973,1240.2637,452.9403,1216.8577,452.9403,LHC
157235,2620.583345113812,2,1193.979,371.8756,1241.3025,452.489,1217.6407,452.489,LHC
157241,2620.683345114261,2,1193.5344,372.0545,1241.9153,451.94574,1217.7249,451.94574,LHC
157247,2620.7833451147108,2,1193.8678,371.54767,1242.4873,450.75616,1218.1775,450.75616,LHC
157253,2620.8833451151604,2,1194.5546,371.35538,1242.7305,451.49075,1218.6426,451.49075,LHC
157259,2620.98334511561,2,1195.0015,371.29404,1242.7388,451.63852,1218.8701,451.63852,LHC
157265,2621.0833451160597,2,1194.0166,369.3209,1242.5293,451.88242,1218.273,451.88242,LHC
157271,2621.183345116509,2,1194.0634,368.4002,1241.2394,450.63458,1217.6514,450.63458,LHC
157277,2621.2833451169586,2,1192.7659,368.45728,1239.5299,450.95453,1216.148,450.95453,LHC
157283,2621.383345117408,2,1174.9053,366.47635,1235.4702,450.6873,1205.1877,450.6873,LHC
157289,2621.4833451178574,2,1178.1653,365.5295,1232.8627,448.40158,1205.5139,448.40158,LHC
157295,2621.583345118307,2,1180.061,366.11755,1228.4749,448.29208,1204.268,448.29208,LHC
157301,2621.6833451187567,2,1184.9352,367.57306,1224.1344,448.53955,1204.5348,448.53955,LHC
157307,2621.7833451192064,2,1181.9257,370.64575,1220.8491,448.6723,1201.3875,448.6723,LHC
157313,2621.883345119656,2,1176.9473,370.44388,1219.0857,447.2004,1198.0165,447.2004,LHC
157319,2621.983345120105,2,1174.4431,364.4912,1215.9355,447.3274,1195.1893,447.3274,LHC
157325,2622.083345120555,2,1173.4478,365.637,1215.48,447.25388,1194.4639,447.25388,LHC
157331,2622.1833451210045,2,1177.2725,364.50555,1216.0609,444.70685,1196.6667,444.70685,LHC
